dbn,school_name,boro,location,phone_number,fax_number,school_email,website,subway,bus,total_students,start_time,end_time,primary_address_line_1,city,Postcode,state_code,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
24Q485,Grover Cleveland High School,Q,"21-27 Himrod Street, Ridgewood NY 11385(40.711881, -73.909202)",718-381-9600,718-417-8457,24Q485@schools.nyc.gov,groverclevelandhs.com,N/A,"B13, B38, B57, Q38, Q39, Q54, Q58, Q67, QM24, QM25",1798,8:30am,3:20pm,21-27 Himrod Street,Ridgewood,11385,NY,QUEENS   ,40.711881,-73.909202,5,30,595,4080227,4033630001,Ridgewood                                                                  
10X268,Kingsbridge International High School,X,"2780 Reservoir Avenue, Bronx NY 10468(40.869061, -73.897066)",718-329-8580,718-329-8582,Wgagstetter@schools.nyc.gov,schools.nyc.gov/SchoolPortals/10/X268,"4, B, D to Kingsbridge Rd","Bx1, Bx10, Bx2, Bx22, Bx26, Bx28, Bx3, Bx32, Bx34, Bx38, Bx9, BxM3, BxM4",487,7:45am,2:45pm,2780 Reservoir Avenue,Bronx,10468,NY,BRONX    ,40.869061,-73.897066,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      
02M507,Urban Assembly Gateway School for Technology,M,"439 West 49th Street, Manhattan NY 10019(40.763655, -73.990318)",212-246-1041,212-246-2654,admissions@uagateway.org,uagateway.org,"1, C, E to 50th St; 2 to 59th St-Columbus Circle; A to 42nd St-Port Authority Bus Terminal; B, D to 7th Ave; N, Q, R to 49th St","BxM2, M10, M104, M11, M12, M20, M31, M34A-SBS, M42, M50, M57, M7, X1, X12, X14, X17J, X21, X22, X22A, X30, X31, X42, X7, X9",468,8:15am,3:10pm,439 West 49th Street,Manhattan,10019,NY,MANHATTAN,40.763655,-73.990318,4,3,127,1026646,1010590015,Clinton                                                                    
14K478,"The High School for Enterprise, Business and Technology",K,"850 Grand Street, Brooklyn NY 11211(40.711134, -73.938921)",718-387-2800,718-387-2748,14K478@schools.nyc.gov,ebtbrooklyn.com,L to Grand St,"B24, B43, B48, B60, Q54, Q59",934,8am,3:41pm,850 Grand Street,Brooklyn,11211,NY,BROOKLYN ,40.711134,-73.938921,1,34,485,3325733,3030160001,Bushwick South                                                             
06M463,High School for Media and Communications,M,"549 Audubon Avenue, Manhattan NY 10040(40.856532, -73.92606)",212-927-1841,212-927-2326,bgalvez@schools.nyc.gov,hsmcnyc.org,1 to 191st St; A to 190th St,"Bx18, Bx40, Bx42, Bx7, M100, M101, M3, M4, M98",409,8am,3:45pm,549 Audubon Avenue,Manhattan,10040,NY,MANHATTAN,40.85653,-73.92606,12,10,277,1076751,1021600018,Washington Heights North                                                   
17K537,High School for Youth and Community Development at Erasmus,K,"911 Flatbush Avenue, Brooklyn NY 11226(40.649602, -73.957173)",718-564-2470,718-564-2471,jsinovoi@ycdhs.org,schools.nyc.gov/SchoolPortals/17/K537 or ycdhs.org,"2, 5, B, Q to Church Ave","B103, B12, B16, B35, B41, B44, B44-SBS, B49, BM1, BM2, BM3, BM4",432,8am,3pm,911 Flatbush Avenue,Brooklyn,11226,NY,BROOKLYN ,40.649602,-73.957173,14,40,794,3336215,3051030010,Erasmus                                                                    
02M534,Harvest Collegiate High School,M,"34 West 14th Street, Manhattan NY 10011(40.736416, -73.995731)",212-242-3384,212-242-4173,info@harvestcollegiate.org,harvestcollegiate.org,"1, 2, 3, F, L, M to 14th St - 6th Ave; 4, 5, 6, N, Q, R to 14th St-Union Square; A, B, C, D, E to West 4th St","BxM10, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M12, M14A, M14D, M2, M20, M23, M3, M5, M7, M8, X1, X10, X10B, X12, X14, X17, X27, X28, X37, X38, X42, X63, X64, X68, X7, X9",458,8:20am,3:22pm,34 West 14th Street,Manhattan,10011,NY,MANHATTAN,40.736416,-73.995731,2,3,63,1009713,1005770019,West Village                                                               
29Q243,Institute for Health Professions at Cambria Heights,Q,"207- 01 116th Avenue, Cambria Heights NY 11411(40.698786, -73.74633)",718-723-7301,718-723-7306,information@ihpch.org,ihpch.org,N/A,"Q27, Q4, Q77, Q83, Q84, X64",412,8:35am,3:35pm,207- 01 116th Avenue,Cambria Heights,11411,NY,QUEENS   ,40.69878,-73.74633,13,27,53401,4238003,4110490001,Cambria Heights                                                            
09X365,Academy for Language and Technology,X,"1700 Macombs Road, Bronx NY 10453(40.849416, -73.915217)",718-731-0219,718-731-2031,SPenaSantos@schools.nyc.gov,schools.nyc.gov/SchoolPortals/09/X365,"4 to 176th St; B, D to 174th-175th Sts","Bx1, Bx18, Bx2, Bx3, Bx32, Bx36, Bx40, Bx42, BxM4",314,8am,4pm,1700 Macombs Road,Bronx,10453,NY,BRONX    ,40.849416,-73.915217,5,14,21502,2008460,2028660070,University Heights-Morris Heights                                          
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141) (RKA),X,"660 West 237th Street, Bronx NY 10463(40.887407, -73.914141)",718-796-8516,718-796-8657,jprince4@schools.nyc.gov,rka141.org,N/A,"Bx10, Bx20, Bx7, BxM1, BxM18, BxM2",1459,8:20am,2:40pm,660 West 237th Street,Bronx,10463,NY,BRONX    ,40.887407,-73.914141,8,11,309,2085870,2059180376,North Riverdale-Fieldston-Riverdale                                        
09X568,Young Women's Leadership School of the Bronx (TYWLS),X,"1865 Morris Avenue, Bronx NY 10453(40.848552, -73.909022)",718-731-2590,718-731-2595,info@tywlsbronx.org,tywlsbronx.org,"4 to 176th St; B, D to 174th-175th Sts","Bx1, Bx18, Bx2, Bx3, Bx32, Bx36, Bx40, Bx41, Bx41-SBS, Bx42, BxM4",400,8:40am,3:50pm,1865 Morris Avenue,Bronx,10453,NY,BRONX    ,40.848552,-73.909022,5,14,23301,2007902,2028270001,Mount Hope                                                                 
01M539,"New Explorations into Science, Technology and Math High School (NEST+m)",M,"111 Columbia Street, Manhattan NY 10002(40.719416, -73.979581)",212-677-5190,212-260-8124,sglickman6@schools.nyc.gov,nestmk12.net,"F, J, M, Z to Delancey St-Essex St","B39, M14A, M14D, M21, M22, M8, M9",1745,8:20am,2:40pm,111 Columbia Street,Manhattan,10002,NY,MANHATTAN,40.719416,-73.979581,3,2,2201,1004070,1003350001,Lower East Side                                                            
03M415,Wadleigh Secondary School for the Performing & Visual Arts,M,"215 West 114th Street, Manhattan NY 10026(40.80261, -73.954152)",212-749-5800,212-749-6463,epaul7@schools.nyc.gov,wadleigharts.org,"2, 3, B, C to 116th St","M1, M10, M102, M11, M116, M2, M3, M4, M7",309,8am,3:36pm,215 West 114th Street,Manhattan,10026,NY,MANHATTAN,40.80261,-73.954152,10,9,218,1055204,1018300019,Central Harlem South                                                       
02M393,Business of Sports School (BOSS),M,"439 West 49th Street, Manhattan NY 10019(40.763655, -73.990318)",212-246-2183,212-246-2913,solomon@nycBOSS.org,nycBOSS.org,"1, C, E to 50th St; 2 to 59th St-Columbus Circle; A to 42nd St-Port Authority Bus Terminal; B, D to 7th Ave; N, Q, R to 49th St","BxM2, M10, M104, M11, M12, M20, M31, M34A-SBS, M42, M50, M57, M7, X1, X12, X14, X17J, X21, X22, X22A, X30, X31, X42, X7, X9",449,8:20am,2:42pm,439 West 49th Street,Manhattan,10019,NY,MANHATTAN,40.763655,-73.990318,4,3,127,1026646,1010590015,Clinton                                                                    
08X432,Bronx Bridges High School,X,"1980 Lafayette Avenue, Bronx NY 10473(40.821218, -73.85593)",718-829-2984,718-829-2987,vluna3@schools.nyc.gov,bronxbridges.org,N/A,"Bx22, Bx27, Bx36, Bx39, Bx5, BxM8",332,8am,3:45pm,1980 Lafayette Avenue,Bronx,10473,NY,BRONX    ,40.82121,-73.85593,9,18,16,2022205,2036040039,Soundview-Castle Hill-Clason Point-Harding Park                            
10X440,DeWitt Clinton High School,X,"100 West Mosholu Parkway South, Bronx NY 10468(40.879958, -73.889011)",718-543-1000,718-548-0036,dwc@dwchs.net,dwchs.net,4 to Mosholu Parkway; D to Bedford Park Blvd,"Bx1, Bx10, Bx16, Bx2, Bx22, Bx26, Bx28, Bx30, Bx34, Bx38, BxM3, BxM4",1476,8:15am,3:50pm,100 West Mosholu Parkway South,Bronx,10468,NY,BRONX    ,40.879958,-73.889011,7,11,409,2095215,2032510201,Van Cortlandt Village                                                      
02M605,Humanities Preparatory Academy,M,"351 West 18th Street, Manhattan NY 10011(40.743407, -74.00254)",212-929-4433,212-929-4445,Hilda@humanitiesprep.org,humanitiesprep.org,"1 to 18th St; 2, 3, F, M to 14th St; A, C, E, L to 14th St-8th Ave","M11, M12, M14A, M14D, M20, M23, M5, M7, X27, X28",225,8:39am,3:24pm,351 West 18th Street,Manhattan,10011,NY,MANHATTAN,40.7434,-74.00254,4,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 
27Q302,"Queens High School for Information, Research, and Technology",Q,"8-21 Bay 25th Street, Far Rockaway NY 11691(40.601537, -73.763995)",718-868-2978,718-868-1653,tworley@schools.nyc.gov,qirt.connectwithkids.com,A to Beach 25th St-Wavecrest,"Q114, Q22, QM17",450,8:20am,2:45pm,8-21 Bay 25th Street,Far Rockaway,11691,NY,QUEENS   ,40.601537,-73.763995,14,31,100802,4300730,4157360001,Far Rockaway-Bayswater                                                     
27Q480,John Adams High School,Q,"101-01 Rockaway Boulevard, Ozone Park NY 11417(40.680065, -73.838616)",718-322-0500,718-738-9077,MPanindranauth@schools.nyc.gov,johnadamsnyc.org,A to 104th St-Oxford Ave,"Q11, Q112, Q21, Q37, Q41, Q52, Q53, Q7, QM15",2215,8:15am,3:44pm,101-01 Rockaway Boulevard,Ozone Park,11417,NY,QUEENS   ,40.680065,-73.838616,10,32,864,4202849,4095400002,South Ozone Park                                                           
25Q425,John Bowne High School,Q,"63-25 Main Street, Flushing NY 11367(40.737448, -73.823841)",718-263-1919,718-575-4069,ICastillo@schools.nyc.gov,johnbowne.org,N/A,"Q17, Q20A, Q20B, Q25, Q34, Q44-SBS, Q88",3571,8:35am,3:15pm,63-25 Main Street,Flushing,11367,NY,QUEENS   ,40.737448,-73.823841,8,24,809,4439900,4065070001,Kew Gardens Hills                                                          
15K667,Sunset Park High School,K,"153 35th Street, Brooklyn NY 11232(40.655583, -74.004342)",718-840-1900,718-840-1925,tnesbit-leslie@sunsetparkhighschool.org,sunsetparkhighschool.org,"D, N, R to 36th St-4 Ave","B35, B37, B63, B70, X12, X14, X17, X17A, X19, X3, X42, X5, X9",1291,8:45am,3:30pm,153 35th Street,Brooklyn,11232,NY,BROOKLYN ,40.655583,-74.004342,7,38,84,3394175,3006880026,Sunset Park West                                                           
21K540,John Dewey High School,K,"50 Avenue X, Brooklyn NY 11223(40.58807, -73.981925)",718-373-6400,718-266-4385,contact_jdhs@johndeweyhighschool.org,johndeweyhighschool.org,D to Bay 50th St; F to Ave X; N to Gravesend-86th St,"B1, B4, B64, B82, X28, X38",2325,8:15am,2:35pm,50 Avenue X,Brooklyn,11223,NY,BROOKLYN ,40.58807,-73.981925,13,47,308,3194998,3071850020,Gravesend                                                                  
09X505,"Bronx School for Law, Government and Justice",X,"244 East 163rd Street, Bronx NY 10451(40.827461, -73.919024)",718-410-3430,718-410-3950,JHernan13@schools.nyc.gov,bronxlgj.org,"4, B, D to 161st St-Yankee Stadium","Bx1, Bx13, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, Bx6, BxM4",774,7:45am,3:05pm,244 East 163rd Street,Bronx,10451,NY,BRONX    ,40.827461,-73.919024,4,16,18302,2109459,2024450006,East Concourse-Concourse Village                                           
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Q,"47-07 30th Place, Long Island City NY 11101(40.742217, -73.936442)",718-472-5671,718-472-9117,svu@schools.nyc.gov,www.rfwagner.org,"7 to 33rd St; E, M, R to Queens Plaza; G to Court Sq-23rd St","B24, B62, Q100, Q101, Q102, Q32, Q39, Q60, Q67, Q69",635,8:30am,2:51pm,47-07 30th Place,Long Island City,11101,NY,QUEENS   ,40.742217,-73.936442,2,26,199,4003540,4002820001,Hunters Point-Sunnyside-West Maspeth                                       
17K531,The School for Human Rights,K,"600 Kingston Avenue, Brooklyn NY 11203(40.658671, -73.943839)",718-771-4793,718-771-4815,malexan@schools.nyc.gov,schools.nyc.gov/SchoolPortals/17/K531,"2, 5 to Winthrop St","B12, B17, B43, B44, B44-SBS",603,8am,2:20pm,600 Kingston Avenue,Brooklyn,11203,NY,BROOKLYN ,40.658671,-73.943839,9,40,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate                                          
28Q350,Jamaica Gateway to the Sciences,Q,"167-01 Gothic Drive, Jamaica NY 11432(40.714551, -73.798658)",718-480-2689,718-480-2697,cbirchw@schools.nyc.gov,jamaicagateway.org,F to 169th St,"Q1, Q17, Q2, Q25, Q3, Q30, Q31, Q34, Q36, Q43, Q6, Q65, Q76, Q77, Q8, X68",523,8:15am,3pm,167-01 Gothic Drive,Jamaica,11432,NY,QUEENS   ,40.714551,-73.798658,8,24,452,4448806,4098580100,Briarwood-Jamaica Hills                                                    
24Q550,High School for Arts and Business,Q,"105-25 Horace Harding Expressway N, Corona NY 11368(40.737673, -73.853412)",718-271-8383,718-271-7196,azambra@schools.nyc.gov,schools.nyc.gov/SchoolPortals/24/Q550,N/A,"Q23, Q38, Q58, Q88, QM10, QM11, QM12, QM40, QM42",804,8:45am,4pm,105-25 Horace Harding Expressway N,Corona,11368,NY,QUEENS   ,40.737673,-73.853412,4,21,43701,4048306,4019630005,Corona                                                                     
06M552,Gregorio Luperon High School for Science and Mathematics,M,"501 West 165th Street, Manhattan NY 10032(40.8381, -73.9383)",212-928-1202,212-928-1309,ydelaro@schools.nyc.gov,schools.nyc.gov/SchoolPortals/06/M552,"1, A, C to 168th St - Washington Hts","Bx6, Bx7, M100, M101, M2, M3, M4, M5",508,8am,4pm,501 West 165th Street,Manhattan,10032,NY,MANHATTAN,032 40.83,", -73.9383 ",12,10,251,1085733,1021230045,Washington Heights South                                                   
10X437,Fordham High School for the Arts,X,"500 East Fordham Road, Bronx NY 10458(40.859466, -73.888625)",718-733-4656,718-295-3605,IBlige@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x437,"B, D to Fordham Rd","Bx1, Bx12, Bx12-SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx38, Bx41, Bx41-SBS, Bx9, BxM4",375,8am,3:45pm,500 East Fordham Road,Bronx,10458,NY,BRONX    ,40.859466,-73.888625,6,15,387,2011810,2030590001,Belmont                                                                    
10X696,High School of American Studies at Lehman College,X,"2925 Goulden Avenue, Bronx NY 10468(40.874725, -73.895543)",718-329-2144,718-329-0792,atrebofiore@schools.nyc.gov,hsas-lehman.org,"4 to Bedford Park Blvd-Lehman College; B, D to Bedford Park Blvd","Bx1, Bx10, Bx2, Bx22, Bx26, Bx28, Bx3, Bx32, Bx34, Bx38, BxM3, BxM4",377,8am,3pm,2925 Goulden Avenue,Bronx,10468,NY,BRONX    ,40.874725,-73.895543,8,11,409,2015222,2032460002,Van Cortlandt Village                                                      
07X548,Urban Assembly School for Careers in Sports,X,"730 Concourse Village West, Bronx NY 10451(40.821828, -73.922366)",718-292-7110,718-292-5565,JGarcia30@schools.nyc.gov,schools.nyc.gov/SchoolPortals/07/X548,"2, 4, 5 to 149th St-Grand Concourse; B, D to 161st St-Yankee Stadium","Bx1, Bx13, Bx19, Bx2, Bx32, Bx41, Bx41-SBS, Bx6, BxM4",560,8:25am,3:18pm,730 Concourse Village West,Bronx,10451,NY,BRONX    ,40.821828,-73.922366,4,17,61,2103486,2024430078,East Concourse-Concourse Village                                           
07X427,Community School for Social Justice,X,"350 Gerard Avenue, Bronx NY 10451(40.815712, -73.92996)",718-402-8481,718-402-8650,eileengonzalez@cssjbronx.org,cssjbronx.org,"2 to 149th St-Grand Concourse; 3 to 145th St; 4, 5 to 138th St-Grand Concourse; 6 to 3rd Ave-138th St","Bx1, Bx13, Bx15, Bx19, Bx2, Bx21, Bx32, Bx33, M1, M102, M7",305,8:30am,3pm,350 Gerard Avenue,Bronx,10451,NY,BRONX    ,40.81571,-73.92996,1,8,63,2001027,2023440096,West Concourse                                                             
23K493,Brooklyn Collegiate: A College Board School,K,"2021 Bergen Street, Brooklyn NY 11233(40.674456, -73.912685)",718-922-1145,718-922-2347,HNewman@schools.nyc.gov,Brooklyncollegiate.net,"A, J, L, Z to Broadway Junction; C to Rockaway Ave","B12, B14, B25, B45, B47, B60, B65, B7",306,7:55am,2:20pm,2021 Bergen Street,Brooklyn,11233,NY,BROOKLYN ,40.674456,-73.912685,16,41,36501,3038939,3014480001,Ocean Hill                                                                 
06M467,High School for Law and Public Service,M,"549 Audubon Avenue, Manhattan NY 10040(40.856532, -73.92606)",212-342-6130,212-781-9516,rfleischman@06m467.com,schools.nyc.gov/SchoolPortals/06/M467,1 to 191st St; A to 190th St,"Bx18, Bx40, Bx42, Bx7, M100, M101, M3, M4, M98",593,8am,3:45pm,549 Audubon Avenue,Manhattan,10040,NY,MANHATTAN,40.85653,-73.92606,12,10,277,1076751,1021600018,Washington Heights North                                                   
12X242,Mott Hall V,X,"1551 East 172nd Street, Bronx NY 10472(40.832508, -73.878191)",718-620-8160,718-620-8161,HS_admissions@motthallv.org,MottHallV.org,6 to Elder Ave,"Bx11, Bx27, Bx36, Bx4, Bx4A, Q44-SBS",666,8:25am,2:55pm,1551 East 172nd Street,Bronx,10472,NY,BRONX    ,40.832508,-73.878191,9,18,56,2117663,2038640012,West Farms-Bronx River                                                     
27Q262,Channel View School for Research,Q,"100-00 Beach Channel Drive, Rockaway Park NY 11694(40.586012, -73.825317)",718-634-1970,718-634-2896,Dharper22@schools.nyc.gov,cvsr.info,"A, S to Beach 98th St-Playland","Q22, Q52, Q53, QM16, QM17",804,8:15am,2:40pm,100-00 Beach Channel Drive,Rockaway Park,11694,NY,QUEENS   ,40.586012,-73.825317,14,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
02M551,Urban Assembly New York Harbor School,M,"10 South Street, Slip 7, Manhattan NY 10004(40.689493, -74.018941)",212-458-0800,212-458-0801,admissions@newyorkharborschool.org,newyorkharborschool.org,N/A,N/A,460,8:40am,3:10pm,10 South Street Slip 7,Manhattan,10004,NY,MANHATTAN,40.689493,-74.018941,1,1,9,1000003,1000020002,Battery Park City-Lower Manhattan                                          
17K528,The High School for Global Citizenship,K,"883 Classon Avenue, Brooklyn NY 11225(40.669805, -73.960689)",718-230-6300,718-230-6301,mgordon11@schools.nyc.gov,hs-gc.org,"2, 3, 4, 5 to Franklin Ave; B, Q to Prospect Park; F to Park Place; S to Botanic Garden","B16, B41, B43, B44-SBS, B45, B48, B49, B69",214,8:10am,4pm,883 Classon Avenue,Brooklyn,11225,NY,BROOKLYN ,40.669805,-73.960689,9,35,213,3029686,3011870001,Crown Heights South                                                        
02M298,Pace High School,M,"100 Hester Street, Manhattan NY 10002(40.716231, -73.993607)",212-334-4663,212-334-4919,eglatz@schools.nyc.gov,schools.nyc.gov/SchoolPortals/02/M298,"6, N, Q, R to Canal St; B, D to Grand St; F to East Broadway; J, Z to Bowery; M to Delancey St-Essex St","B39, BxM18, M103, M14A, M15, M15-SBS, M22, M5, M9, X1, X10, X12, X17, X27, X28",508,9am,3:30pm,100 Hester Street,Manhattan,10002,NY,MANHATTAN,40.716231,-73.993607,3,1,16,1082489,1003010003,Chinatown                                                                  
